country_iso_code,country_name,agricultural_census_decade,agricultural_census_year,total_area_ha,number_of_properties,farm_size_lower_limit,farm_size_upper_limit
608,Philippines,2010,2012,872686.0,3162683,0,1
608,Philippines,2010,2012,1471218.0,1011944,1,2
608,Philippines,2010,2012,1115717.0,767420,2,3
608,Philippines,2010,2012,683260.0,167549,3,4
608,Philippines,2010,2012,561564.0,137707,4,5
608,Philippines,2010,2012,1244623.0,259941,5,10
608,Philippines,2010,2012,515546.0,39057,10,20
608,Philippines,2010,2012,274426.0,15085,20,50
608,Philippines,2010,2012,532406.0,1753,50,100
616,Poland,2000,2002,537400.0,977100,0,1
616,Poland,2000,2002,892300.0,517000,1,2
616,Poland,2000,2002,2435000.0,629600,2,5
616,Poland,2000,2002,3505200.0,426800,5,10
616,Poland,2000,2002,4126700.0,266600,10,20
616,Poland,2000,2002,3003600.0,96000,20,50
616,Poland,2000,2002,937500.0,12400,50,100
616,Poland,2000,2002,517700.0,3400,100,200
616,Poland,2000,2002,854100.0,2400,200,500
616,Poland,2000,2002,819300.0,1100,500,1000
616,Poland,2010,2010,156445.0,117017,0,1
616,Poland,2010,2010,318465.0,238203,1,2
616,Poland,2010,2010,518357.0,158700,2,3
616,Poland,2010,2010,515705.0,157888,3,4
616,Poland,2010,2010,495208.0,151612,4,5
616,Poland,2010,2010,2387340.0,334950,5,10
616,Poland,2010,2010,3010790.0,218510,10,20
616,Poland,2010,2010,2779080.0,95280,20,50
616,Poland,2010,2010,1145010.0,16840,50,100
616,Poland,2010,2010,3120900.0,9650,100,200
616,Poland,2020,2020,111420.0,79822,0,1
616,Poland,2020,2020,226810.0,162488,1,2
616,Poland,2020,2020,471659.0,147179,2,3
616,Poland,2020,2020,469246.0,146426,3,4
616,Poland,2020,2020,450595.0,140606,4,5
616,Poland,2020,2020,2003110.0,282460,5,10
616,Poland,2020,2020,2658640.0,192520,10,20
616,Poland,2020,2020,3163130.0,105530,20,50
616,Poland,2020,2020,1783420.0,26310,50,100
616,Poland,2020,2020,3411210.0,13950,100,200
620,Portugal,1990,1989,91833.0,178930,0,1
620,Portugal,1990,1989,230813.0,167480,1,2
620,Portugal,1990,1989,435287.0,141665,2,5
620,Portugal,1990,1989,386610.0,56097,5,10
620,Portugal,1990,1989,374771.0,27414,10,20
620,Portugal,1990,1989,407243.0,13596,20,50
620,Portugal,1990,1989,268912.0,3846,50,100
620,Portugal,1990,1989,338671.0,2417,100,200
620,Portugal,1990,1989,1471454.0,2973,200,500
620,Portugal,2000,1999,146386.0,111802,0,1
620,Portugal,2000,1999,331130.0,115272,1,2
620,Portugal,2000,1999,544666.0,100715,2,5
620,Portugal,2000,1999,446878.0,42123,5,10
620,Portugal,2000,1999,502468.0,23064,10,20
620,Portugal,2000,1999,506326.0,13088,20,50
620,Portugal,2000,1999,360662.0,4126,50,100
620,Portugal,2000,1999,2350439.0,5779,100,200
620,Portugal,2010,2009,78717.0,77630,0,1
620,Portugal,2010,2009,157430.0,152460,1,2
620,Portugal,2010,2009,81214.0,26120,2,3
620,Portugal,2010,2009,80799.0,25986,3,4
620,Portugal,2010,2009,77587.0,24954,4,5
620,Portugal,2010,2009,230340.0,33170,5,10
620,Portugal,2010,2009,262130.0,18980,10,20
620,Portugal,2010,2009,357890.0,11740,20,50
620,Portugal,2010,2009,303090.0,4360,50,100
620,Portugal,2010,2009,2117670.0,6110,100,200
620,Portugal,2020,2019,45984.0,44870,0,1
620,Portugal,2020,2019,93606.0,91340,1,2
620,Portugal,2020,2019,76594.0,24663,2,3
620,Portugal,2020,2019,76202.0,24536,3,4
620,Portugal,2020,2019,73174.0,23561,4,5
620,Portugal,2020,2019,225670.0,32490,5,10
620,Portugal,2020,2019,262800.0,18980,10,20
620,Portugal,2020,2019,405040.0,13140,20,50
620,Portugal,2020,2019,395160.0,5550,50,100
620,Portugal,2020,2019,2309700.0,7070,100,200
630,Puerto Rico,1990,1987,20138.0,11291,2,5
630,Puerto Rico,1990,1987,23879.0,3520,5,10
630,Puerto Rico,1990,1987,32128.0,2418,10,20
630,Puerto Rico,1990,1987,51603.0,1688,20,50
630,Puerto Rico,1990,1987,45777.0,674,50,100
630,Puerto Rico,1990,1987,175005.0,654,100,200
630,Puerto Rico,2000,2002,18945.0,9310,2,5
630,Puerto Rico,2000,2002,23375.0,3461,5,10
630,Puerto Rico,2000,2002,30489.0,2287,10,20
630,Puerto Rico,2000,2002,46597.0,1528,20,50
630,Puerto Rico,2000,2002,40003.0,572,50,100
630,Puerto Rico,2000,2002,112031.0,501,100,200
630,Puerto Rico,2010,2012,626.0,378,0,1
630,Puerto Rico,2010,2012,2026.0,1222,1,2
630,Puerto Rico,2010,2012,2836.0,1711,2,3
630,Puerto Rico,2010,2012,3285.0,1867,3,4
630,Puerto Rico,2010,2012,3989.0,721,4,5
630,Puerto Rico,2010,2012,18881.0,2700,5,10
630,Puerto Rico,2010,2012,27706.0,2283,10,20
630,Puerto Rico,2010,2012,38493.0,1170,20,50
630,Puerto Rico,2010,2012,47616.0,692,50,100
630,Puerto Rico,2010,2012,91278.0,414,100,200
630,Puerto Rico,2020,2018,287.0,163,0,1
630,Puerto Rico,2020,2018,929.0,527,1,2
630,Puerto Rico,2020,2018,1300.0,738,2,3
630,Puerto Rico,2020,2018,1556.0,816,3,4
630,Puerto Rico,2020,2018,2552.0,467,4,5
630,Puerto Rico,2020,2018,12360.0,1769,5,10
630,Puerto Rico,2020,2018,18976.0,1558,10,20
630,Puerto Rico,2020,2018,38144.0,1189,20,50
630,Puerto Rico,2020,2018,42499.0,633,50,100
630,Puerto Rico,2020,2018,73094.0,369,100,200
634,Qatar,2000,2000,547.0,2444,0,1
634,Qatar,2000,2000,246.0,189,1,2
634,Qatar,2000,2000,671.0,212,2,5
634,Qatar,2000,2000,1047.0,148,5,10
634,Qatar,2000,2000,2276.0,157,10,20
634,Qatar,2000,2000,6750.0,211,20,50
634,Qatar,2000,2000,7680.0,113,50,100
634,Qatar,2000,2000,23111.0,79,100,200
410,Republic of Korea,1990,1990,567691.0,1051861,0,1
410,Republic of Korea,1990,1990,765943.0,543182,1,2
410,Republic of Korea,1990,1990,523857.0,173458,2,5
410,Republic of Korea,2010,2015,320472.0,741599,0,1
410,Republic of Korea,2010,2015,265699.0,185111,1,2
410,Republic of Korea,2010,2015,153526.0,62635,2,3
410,Republic of Korea,2010,2015,114131.0,32891,3,4
410,Republic of Korea,2010,2015,74109.0,16439,4,5
410,Republic of Korea,2010,2015,200130.0,29114,5,10
410,Republic of Korea,2010,2015,181720.0,10251,10,20
498,Republic of Moldova,2010,2011,245615.0,640438,0,1
498,Republic of Moldova,2010,2011,199602.0,139162,1,2
498,Republic of Moldova,2010,2011,156172.0,64482,2,3
498,Republic of Moldova,2010,2011,98153.0,28581,3,4
498,Republic of Moldova,2010,2011,52660.0,11933,4,5
498,Republic of Moldova,2010,2011,74138.0,11509,5,10
498,Republic of Moldova,2010,2011,24980.0,1868,10,20
498,Republic of Moldova,2010,2011,38454.0,1212,20,50
498,Republic of Moldova,2010,2011,44425.0,617,50,100
498,Republic of Moldova,2010,2011,89860.0,621,100,200
498,Republic of Moldova,2010,2011,314416.0,963,200,500
498,Republic of Moldova,2010,2011,378419.0,550,500,1000
498,Republic of Moldova,2010,2011,526646.0,278,1000,2500
642,Romania,2000,2002,770666.0,2221508,0,1
642,Romania,2000,2002,1274151.0,897612,1,2
642,Romania,2000,2002,3168392.0,1027776,2,5
642,Romania,2000,2002,1740279.0,263715,5,10
642,Romania,2000,2002,615560.0,49151,10,20
642,Romania,2000,2002,315125.0,10724,20,50
642,Romania,2000,2002,264244.0,3965,50,100
642,Romania,2000,2002,7559540.0,10442,100,200
642,Romania,2010,2010,566063.0,899887,0,1
642,Romania,2010,2010,1152297.0,1831843,1,2
642,Romania,2010,2010,755851.0,246554,2,3
642,Romania,2010,2010,751984.0,245293,3,4
642,Romania,2010,2010,722095.0,235543,4,5
642,Romania,2010,2010,1210510.0,182440,5,10
642,Romania,2010,2010,571390.0,43610,10,20
642,Romania,2010,2010,549250.0,17940,20,50
642,Romania,2010,2010,518300.0,7480,50,100
642,Romania,2010,2010,6508390.0,13730,100,200
642,Romania,2020,2020,433458.0,672884,0,1
642,Romania,2020,2020,882362.0,1369746,1,2
642,Romania,2020,2020,542433.0,176068,2,3
642,Romania,2020,2020,539658.0,175167,3,4
642,Romania,2020,2020,518208.0,168205,4,5
642,Romania,2020,2020,1088170.0,161020,5,10
642,Romania,2020,2020,763090.0,56200,10,20
642,Romania,2020,2020,1106200.0,35050,20,50
642,Romania,2020,2020,784390.0,11150,50,100
642,Romania,2020,2020,6104850.0,16010,100,200
643,Russian Federation,2010,2006,1998.0,301,0,1
643,Russian Federation,2010,2006,1895.0,286,1,2
643,Russian Federation,2010,2006,1711.0,258,2,3
643,Russian Federation,2010,2006,1570.0,237,3,4
643,Russian Federation,2010,2006,1459.0,220,4,5
643,Russian Federation,2010,2006,6166.0,930,5,10
643,Russian Federation,2010,2006,24500.0,1564,10,20
643,Russian Federation,2010,2006,94600.0,2695,20,50
643,Russian Federation,2010,2006,187100.0,2472,50,100
643,Russian Federation,2010,2006,397800.0,2719,100,200
643,Russian Federation,2010,2006,1598700.0,4756,200,500
643,Russian Federation,2010,2006,4571501.0,4891,500,1000
643,Russian Federation,2010,2006,13905002.0,7934,1000,2500
643,Russian Federation,2020,2016,1121.0,823,0,1
643,Russian Federation,2020,2016,817.0,600,1,2
643,Russian Federation,2020,2016,675.0,496,2,3
643,Russian Federation,2020,2016,587.0,431,3,4
643,Russian Federation,2020,2016,1476.0,206,4,5
643,Russian Federation,2020,2016,5824.0,811,5,10
643,Russian Federation,2020,2016,14800.0,963,10,20
643,Russian Federation,2020,2016,62500.0,1776,20,50
643,Russian Federation,2020,2016,133000.0,1786,50,100
643,Russian Federation,2020,2016,296000.0,2009,100,200
643,Russian Federation,2020,2016,1228900.0,3614,200,500
643,Russian Federation,2020,2016,3334775.0,3575,500,1000
643,Russian Federation,2020,2016,8691280.0,5172,1000,2500
638,Réunion,1990,1989,1613.0,3970,0,1
638,Réunion,1990,1989,4119.0,3082,1,2
638,Réunion,1990,1989,12664.0,4198,2,5
638,Réunion,1990,1989,11972.0,1896,5,10
638,Réunion,1990,1989,5284.0,414,10,20
638,Réunion,1990,1989,14711.0,195,20,50
638,Réunion,2000,2000,820.0,2246,0,1
638,Réunion,2000,2000,2172.0,1679,1,2
638,Réunion,2000,2000,8536.0,2769,2,5
638,Réunion,2000,2000,12927.0,1988,5,10
638,Réunion,2000,2000,6359.0,485,10,20
638,Réunion,2000,2000,12877.0,220,20,50
662,Saint Lucia,1990,1986,5388.0,9835,0,1
662,Saint Lucia,1990,1986,1315.0,562,1,2
662,Saint Lucia,1990,1986,2184.0,611,2,5
662,Saint Lucia,1990,1986,2375.0,360,5,10
662,Saint Lucia,1990,1986,1319.0,100,10,20
662,Saint Lucia,1990,1986,1242.0,42,20,50
662,Saint Lucia,1990,1986,1099.0,16,50,100
662,Saint Lucia,1990,1986,1479.0,12,100,200
662,Saint Lucia,1990,1986,7077.0,13,200,500
662,Saint Lucia,2000,1996,6457.0,8394,0,1
662,Saint Lucia,2000,1996,3426.0,2402,1,2
662,Saint Lucia,2000,1996,4103.0,1975,2,5
662,Saint Lucia,2000,1996,921.0,435,5,10
662,Saint Lucia,2000,1996,662.0,94,10,20
662,Saint Lucia,2000,1996,5201.0,66,20,50
662,Saint Lucia,2010,2007,1895.0,5997,0,1
662,Saint Lucia,2010,2007,2063.0,1766,1,2
662,Saint Lucia,2010,2007,1702.0,668,2,3
662,Saint Lucia,2010,2007,1243.0,488,3,4
662,Saint Lucia,2010,2007,621.0,115,4,5
662,Saint Lucia,2010,2007,1831.0,339,5,10
662,Saint Lucia,2010,2007,709.0,51,10,20
662,Saint Lucia,2010,2007,2160.0,24,20,50
670,Saint Vincent and the Grenadines,1990,1986,1781.0,6949,0,1
670,Saint Vincent and the Grenadines,1990,1986,1288.0,974,1,2
670,Saint Vincent and the Grenadines,1990,1986,1874.0,733,2,5
670,Saint Vincent and the Grenadines,1990,1986,736.0,119,5,10
670,Saint Vincent and the Grenadines,1990,1986,473.0,35,10,20
670,Saint Vincent and the Grenadines,1990,1986,733.0,23,20,50
670,Saint Vincent and the Grenadines,1990,1986,927.0,14,50,100
670,Saint Vincent and the Grenadines,1990,1986,483.0,4,100,200
670,Saint Vincent and the Grenadines,1990,1986,3722.0,9,200,500
670,Saint Vincent and the Grenadines,2000,2000,1335.0,5375,0,1
670,Saint Vincent and the Grenadines,2000,2000,1477.0,1102,1,2
670,Saint Vincent and the Grenadines,2000,2000,1816.0,712,2,5
670,Saint Vincent and the Grenadines,2000,2000,711.0,121,5,10
670,Saint Vincent and the Grenadines,2000,2000,530.0,42,10,20
670,Saint Vincent and the Grenadines,2000,2000,1330.0,28,20,50
882,Samoa,2000,1999,1108.0,2797,0,1
882,Samoa,2000,1999,5954.0,4693,1,2
882,Samoa,2000,1999,13408.0,4422,2,5
882,Samoa,2000,1999,11970.0,1816,5,10
882,Samoa,2000,1999,9553.0,717,10,20
882,Samoa,2000,1999,11389.0,289,20,50
882,Samoa,2010,2009,526.0,5566,0,1
882,Samoa,2010,2009,832.0,4975,1,2
882,Samoa,2010,2009,2507.0,1797,2,3
882,Samoa,2010,2009,1926.0,1381,3,4
882,Samoa,2010,2009,4113.0,442,4,5
882,Samoa,2010,2009,10361.0,1077,5,10
882,Samoa,2010,2009,4640.0,399,10,20
882,Samoa,2010,2009,12452.0,156,20,50
882,Samoa,2020,2019,1156.0,8143,0,1
882,Samoa,2020,2019,1936.0,4288,1,2
882,Samoa,2020,2019,3499.0,3035,2,3
882,Samoa,2020,2019,2935.0,2546,3,4
882,Samoa,2020,2019,2466.0,2139,4,5
882,Samoa,2020,2019,11341.0,4388,5,10
882,Samoa,2020,2019,8365.0,1666,10,20
882,Samoa,2020,2019,11371.0,695,20,50
682,Saudi Arabia,2010,2015,44888.0,163994,0,1
682,Saudi Arabia,2010,2015,37689.0,28616,1,2
682,Saudi Arabia,2010,2015,42587.0,14069,2,3
682,Saudi Arabia,2010,2015,34015.0,11237,3,4
682,Saudi Arabia,2010,2015,28418.0,9388,4,5
682,Saudi Arabia,2010,2015,155173.0,24455,5,10
682,Saudi Arabia,2010,2015,165085.0,12523,10,20
682,Saudi Arabia,2010,2015,273500.0,9771,20,50
682,Saudi Arabia,2010,2015,303077.0,4548,50,100
682,Saudi Arabia,2010,2015,404315.0,3408,100,200
682,Saudi Arabia,2010,2015,630404.0,2363,200,500
682,Saudi Arabia,2010,2015,1302706.0,794,500,1000
686,Senegal,2000,1998,45383.0,91532,0,1
686,Senegal,2000,1998,106628.0,72226,1,2
686,Senegal,2000,1998,473239.0,142213,2,5
686,Senegal,2000,1998,632071.0,90669,5,10
686,Senegal,2000,1998,458886.0,34326,10,20
686,Senegal,2000,1998,161477.0,6071,20,50
688,Serbia,2000,2002,89994.0,214388,0,1
688,Serbia,2000,2002,167954.0,145929,1,2
688,Serbia,2000,2002,574813.0,244064,2,5
688,Serbia,2000,2002,631747.0,131438,5,10
688,Serbia,2000,2002,316213.0,36772,10,20
688,Serbia,2000,2002,138702.0,6300,20,50
688,Serbia,2010,2012,91837.0,174567,0,1
688,Serbia,2010,2012,181785.0,123719,1,2
688,Serbia,2010,2012,225340.0,68991,2,3
688,Serbia,2010,2012,197102.0,60345,3,4
688,Serbia,2010,2012,173611.0,53153,4,5
688,Serbia,2010,2012,617281.0,89083,5,10
688,Serbia,2010,2012,435499.0,32313,10,20
688,Serbia,2010,2012,389512.0,13029,20,50
688,Serbia,2010,2012,314096.0,4394,50,100
688,Serbia,2010,2012,811362.0,1851,100,200
690,Seychelles,2010,2011,163.0,357,0,1
690,Seychelles,2010,2011,162.0,125,1,2
690,Seychelles,2010,2011,141.0,48,2,3
703,Slovakia,2010,2010,3054.0,2873,0,1
703,Slovakia,2010,2010,6216.0,5847,1,2
703,Slovakia,2010,2010,6481.0,2132,2,3
703,Slovakia,2010,2010,6448.0,2121,3,4
703,Slovakia,2010,2010,6191.0,2037,4,5
703,Slovakia,2010,2010,18150.0,2660,5,10
703,Slovakia,2010,2010,22860.0,1630,10,20
703,Slovakia,2010,2010,44190.0,1430,20,50
703,Slovakia,2010,2010,55430.0,780,50,100
703,Slovakia,2010,2010,1726490.0,2210,100,200
703,Slovakia,2020,2020,534.0,886,0,1
703,Slovakia,2020,2020,1086.0,1804,1,2
703,Slovakia,2020,2020,3905.0,1183,2,3
703,Slovakia,2020,2020,3885.0,1177,3,4
703,Slovakia,2020,2020,3730.0,1130,4,5
703,Slovakia,2020,2020,25900.0,3650,5,10
703,Slovakia,2020,2020,34570.0,2480,10,20
703,Slovakia,2020,2020,67450.0,2160,20,50
703,Slovakia,2020,2020,71700.0,1020,50,100
703,Slovakia,2020,2020,1649900.0,2490,100,200
705,Slovenia,2010,2010,10950.0,10330,0,1
705,Slovenia,2010,2010,21900.0,20280,1,2
705,Slovenia,2010,2010,27950.0,8447,2,3
705,Slovenia,2010,2010,27807.0,8404,3,4
705,Slovenia,2010,2010,26702.0,8070,4,5
705,Slovenia,2010,2010,122320.0,17440,5,10
705,Slovenia,2010,2010,113120.0,8350,10,20
705,Slovenia,2010,2010,84630.0,2990,20,50
705,Slovenia,2010,2010,25350.0,380,50,100
705,Slovenia,2010,2010,32880.0,100,100,200
705,Slovenia,2020,2020,6674.0,6957,0,1
705,Slovenia,2020,2020,13586.0,14163,1,2
705,Slovenia,2020,2020,25822.0,7766,2,3
705,Slovenia,2020,2020,25690.0,7726,3,4
705,Slovenia,2020,2020,24669.0,7419,4,5
705,Slovenia,2020,2020,110270.0,15640,5,10
705,Slovenia,2020,2020,108340.0,7950,10,20
705,Slovenia,2020,2020,96100.0,3320,20,50
705,Slovenia,2020,2020,35720.0,550,50,100
705,Slovenia,2020,2020,36560.0,140,100,200
710,South Africa,2020,2017,1026.0,1027,1,2
710,South Africa,2020,2017,1950.0,682,2,3
710,South Africa,2020,2017,1721.0,602,3,4
710,South Africa,2020,2017,1545.0,541,4,5
710,South Africa,2020,2017,12725.0,1861,5,10
710,South Africa,2020,2017,35744.0,2522,10,20
710,South Africa,2020,2017,136986.0,4199,20,50
710,South Africa,2020,2017,269224.0,3764,50,100
710,South Africa,2020,2017,591212.0,4121,100,200
710,South Africa,2020,2017,1820104.0,5591,200,500
710,South Africa,2020,2017,3003760.0,4208,500,1000
710,South Africa,2020,2017,40544460.0,8550,1000,2500
724,Spain,1990,1989,287727.0,654441,0,1
724,Spain,1990,1989,492127.0,355839,1,2
724,Spain,1990,1989,1521460.0,481345,2,5
724,Spain,1990,1989,2105962.0,302253,5,10
724,Spain,1990,1989,2987872.0,216649,10,20
724,Spain,1990,1989,4725044.0,154712,20,50
724,Spain,1990,1989,4064342.0,59040,50,100
724,Spain,1990,1989,4030124.0,29544,100,200
724,Spain,1990,1989,5782870.0,18934,200,500
724,Spain,1990,1989,4867110.0,7104,500,1000
724,Spain,2010,2009,148610.0,157640,0,1
724,Spain,2010,2009,297220.0,270280,1,2
724,Spain,2010,2009,249744.0,78909,2,3
724,Spain,2010,2009,248466.0,78506,3,4
724,Spain,2010,2009,238590.0,75385,4,5
724,Spain,2010,2009,995440.0,141850,5,10
724,Spain,2010,2009,1558920.0,110960,10,20
724,Spain,2010,2009,3391090.0,107740,20,50
724,Spain,2010,2009,3683770.0,52470,50,100
724,Spain,2010,2009,13089450.0,51190,100,200
724,Spain,2020,2020,86064.0,86585,0,1
724,Spain,2020,2020,175196.0,176255,1,2
724,Spain,2020,2020,219434.0,68073,2,3
724,Spain,2020,2020,218312.0,67725,3,4
724,Spain,2020,2020,209634.0,65033,4,5
724,Spain,2020,2020,939230.0,131900,5,10
724,Spain,2020,2020,1468390.0,103590,10,20
724,Spain,2020,2020,3208770.0,101480,20,50
724,Spain,2020,2020,3559510.0,50490,50,100
724,Spain,2020,2020,13829140.0,55780,100,200
752,Sweden,2000,1999,124030.0,2780,1,2
752,Sweden,2000,1999,294800.0,7000,2,5
752,Sweden,2000,1999,709200.0,13960,5,10
752,Sweden,2000,1999,1055310.0,17040,10,20
752,Sweden,2000,1999,1894610.0,21650,20,50
752,Sweden,2000,1999,1694860.0,12540,50,100
752,Sweden,2000,1999,1869080.0,6440,100,200
752,Sweden,2010,2010,112.0,184,0,1
752,Sweden,2010,2010,228.0,376,1,2
752,Sweden,2010,2010,9935.0,2586,2,3
752,Sweden,2010,2010,9884.0,2573,3,4
752,Sweden,2010,2010,9491.0,2471,4,5
752,Sweden,2010,2010,112930.0,15820,5,10
752,Sweden,2010,2010,202680.0,14180,10,20
752,Sweden,2010,2010,488330.0,15170,20,50
752,Sweden,2010,2010,643730.0,9070,50,100
752,Sweden,2010,2010,1589000.0,7930,100,200
752,Sweden,2020,2020,138.0,247,0,1
752,Sweden,2020,2020,282.0,503,1,2
752,Sweden,2020,2020,7050.0,1712,2,3
752,Sweden,2020,2020,7014.0,1703,3,4
752,Sweden,2020,2020,6735.0,1635,4,5
752,Sweden,2020,2020,105450.0,14800,5,10
752,Sweden,2020,2020,168050.0,11890,10,20
752,Sweden,2020,2020,356370.0,11200,20,50
752,Sweden,2020,2020,467090.0,6560,50,100
752,Sweden,2020,2020,1887630.0,8040,100,200
756,Switzerland,1990,1990,8236.0,21381,0,1
756,Switzerland,1990,1990,12760.0,7724,1,2
756,Switzerland,1990,1990,39985.0,11988,2,5
756,Switzerland,1990,1990,117567.0,15543,5,10
756,Switzerland,1990,1990,456887.0,31006,10,20
756,Switzerland,1990,1990,539443.0,19432,20,50
756,Switzerland,1990,1990,70112.0,1115,50,100
756,Switzerland,1990,1990,17177.0,107,100,200
756,Switzerland,2010,2010,1990.0,3260,0,1
756,Switzerland,2010,2010,3980.0,3840,1,2
756,Switzerland,2010,2010,5840.0,1654,2,3
756,Switzerland,2010,2010,5810.0,1646,3,4
756,Switzerland,2010,2010,5579.0,1580,4,5
756,Switzerland,2010,2010,70570.0,9330,5,10
756,Switzerland,2010,2010,286320.0,19350,10,20
756,Switzerland,2010,2010,537710.0,18380,20,50
756,Switzerland,2010,2010,115320.0,1830,50,100
756,Switzerland,2010,2010,16670.0,120,100,200
764,Thailand,1990,1993,574967.0,1114038,0,1
764,Thailand,1990,1993,1721244.0,1272048,1,2
764,Thailand,1990,1993,6403613.0,2102358,2,5
764,Thailand,1990,1993,5926035.0,912378,5,10
764,Thailand,1990,1993,2520596.0,203861,10,20
764,Thailand,1990,1993,976842.0,36688,20,50
764,Thailand,1990,1993,878774.0,6119,50,100
764,Thailand,2010,2013,641315.0,1377499,0,1
764,Thailand,2010,2013,2112833.0,1352004,1,2
764,Thailand,2010,2013,2313446.0,1071726,2,3
764,Thailand,2010,2013,2432605.0,564861,3,4
764,Thailand,2010,2013,1952605.0,453403,4,5
764,Thailand,2010,2013,5350555.0,850893,5,10
764,Thailand,2010,2013,2426902.0,190098,10,20
764,Thailand,2010,2013,911822.0,42070,20,50
764,Thailand,2010,2013,517705.0,9012,50,100
768,Togo,2010,2012,648675.0,69764,0,1
768,Togo,2010,2012,175413.0,96677,1,2
768,Togo,2010,2012,80461.0,88389,2,3
768,Togo,2010,2012,54115.0,67399,3,4
768,Togo,2010,2012,40998.0,51063,4,5
768,Togo,2010,2012,161408.0,89465,5,10
768,Togo,2010,2012,522092.0,32244,10,20
780,Trinidad and Tobago,2000,2004,2847.0,6780,0,1
780,Trinidad and Tobago,2000,2004,4632.0,3448,1,2
780,Trinidad and Tobago,2000,2004,18361.0,6445,2,5
780,Trinidad and Tobago,2000,2004,11643.0,1683,5,10
780,Trinidad and Tobago,2000,2004,4949.0,478,10,20
780,Trinidad and Tobago,2000,2004,6526.0,220,20,50
780,Trinidad and Tobago,2000,2004,2150.0,31,50,100
780,Trinidad and Tobago,2000,2004,2003.0,14,100,200
780,Trinidad and Tobago,2000,2004,2857.0,9,200,500
780,Trinidad and Tobago,2000,2004,29022.0,3,500,1000
792,Türkiye,1990,1991,317815.0,734583,0,1
792,Türkiye,1990,1991,1004250.0,752156,1,2
792,Türkiye,1990,1991,3866896.0,1274609,2,5
792,Türkiye,1990,1991,4675069.0,713149,5,10
792,Türkiye,1990,1991,4921663.0,383323,10,20
792,Türkiye,1990,1991,4648743.0,173774,20,50
792,Türkiye,1990,1991,1498249.0,24201,50,100
792,Türkiye,1990,1991,1123143.0,8993,100,200
792,Türkiye,1990,1991,916327.0,3203,200,500
792,Türkiye,1990,1991,478944.0,441,500,1000
792,Türkiye,2000,2001,243446.0,522990,0,1
792,Türkiye,2000,2001,737802.0,539816,1,2
792,Türkiye,2000,2001,2953162.0,950840,2,5
792,Türkiye,2000,2001,3812703.0,560049,5,10
792,Türkiye,2000,2001,4388440.0,327363,10,20
792,Türkiye,2000,2001,4207550.0,153685,20,50
792,Türkiye,2000,2001,1121855.0,17429,50,100
792,Türkiye,2000,2001,446939.0,3901,100,200
792,Türkiye,2000,2001,170308.0,520,200,500
792,Türkiye,2000,2001,352617.0,57,500,1000
800,Uganda,1990,1991,404609.0,839369,0,1
800,Uganda,1990,1991,581608.0,411810,1,2
800,Uganda,1990,1991,913153.0,296560,2,5
800,Uganda,1990,1991,671031.0,97013,5,10
800,Uganda,1990,1991,1112887.0,59969,10,20
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,15142.0,13777,1,2
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,70874.0,21615,2,5
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,216774.0,29399,5,10
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,533733.0,37062,10,20
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,1967213.0,59539,20,50
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,3005847.0,42374,50,100
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,3516936.0,25502,100,200
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,3415648.0,11625,200,500
826,United Kingdom of Great Britain and Northern Ireland,1990,1993,4402610.0,3312,500,1000
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,46900.0,32380,1,2
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,86400.0,21480,2,5
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,206600.0,25670,5,10
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,471530.0,30420,10,20
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,1662100.0,47830,20,50
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,2711940.0,36600,50,100
826,United Kingdom of Great Britain and Northern Ireland,2000,1999,11342160.0,38870,100,200
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,1525.0,1482,0,1
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,3105.0,3018,1,2
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,9298.0,2718,2,3
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,9250.0,2705,3,4
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,8882.0,2597,4,5
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,194550.0,26850,5,10
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,412790.0,28690,10,20
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,1400800.0,42380,20,50
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,2360080.0,32990,50,100
826,United Kingdom of Great Britain and Northern Ireland,2010,2010,12481400.0,39240,100,200
850,United States Virgin Islands,1990,1987,94.0,113,1,2
850,United States Virgin Islands,1990,1987,180.0,58,2,5
850,United States Virgin Islands,1990,1987,202.0,31,5,10
850,United States Virgin Islands,1990,1987,363.0,27,10,20
850,United States Virgin Islands,1990,1987,600.0,19,20,50
